subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
 105	1	1	13	bathroom	sun_aavhrsfjbserjtht.tif	930565.253637	930565.512224	930566.252547	7.508747e-01	3	none	NaN	NaN
 105	1	2	49	bathroom	sun_asfwthctfqerjvxr.tif	930567.022049	930567.280643	930568.020907	8.426483e-01	39	none	NaN	NaN
 105	1	3	25	bathroom	sun_agyqfjcfkdcydepw.tif	930568.790471	930569.049063	930569.789456	6.591011e-01	15	39	930572.265092	1
 105	1	4	38	bathroom	sun_anhioqovhscjqqwb.tif	930573.036340	930573.294929	930574.035249	7.842469e-01	28	none	NaN	NaN
 105	1	5	37	bathroom	sun_amzlamotzwfkwjco.tif	930574.804750	930575.063348	930575.803724	7.175025e-01	27	none	NaN	NaN
 105	1	6	16	bathroom	sun_acduarbnmmoglmiv.tif	930576.573175	930576.831769	930577.572011	6.924733e-01	6	none	NaN	NaN
 105	1	7	41	bathroom	sun_aoybiabnpadelefl.tif	930578.341595	930578.600184	930579.340555	6.924733e-01	31	39	930580.937028	1
 105	1	8	55	bathroom	sun_avhrdrntsqrjzccq.tif	930581.711598	930581.970188	930582.710407	6.924733e-01	45	none	NaN	NaN
 105	1	9	60	bathroom	sun_azqyogdvyhahyram.tif	930583.480013	930583.738602	930584.478881	7.425316e-01	50	37	930585.953022	1
 105	1	10	29	bathroom	sun_ahqjwnzgolcaoidx.tif	930586.724895	930586.983483	930587.723799	7.341886e-01	19	none	NaN	NaN
 105	1	11	15	bathroom	sun_abjtwfukuwddzted.tif	930588.493312	930588.751889	930589.492197	8.343052e-01	5	37	930590.817021	1
 105	1	12	39	bathroom	sun_anryaplzeujmzfkd.tif	930591.588037	930591.846632	930592.586865	6.757872e-01	29	none	NaN	NaN
 105	1	13	17	bathroom	sun_acegryoqftbzowsg.tif	930593.356458	930593.615050	930594.355386	8.092760e-01	7	none	NaN	NaN
 105	1	14	30	bathroom	sun_ajlawzvmubibwbpy.tif	930595.124876	930595.383469	930596.123729	8.176191e-01	20	none	NaN	NaN
 105	1	15	23	bathroom	sun_aghyqhbptboemmoq.tif	930596.893295	930597.151882	930597.892181	7.842469e-01	13	none	NaN	NaN
 105	1	16	53	bathroom	sun_ausgutylgojavyoq.tif	930598.661706	930598.920295	930599.660609	7.508747e-01	43	none	NaN	NaN
 105	1	17	59	bathroom	sun_axyrejkiiaqiurjk.tif	930600.430124	930600.688712	930601.429046	7.425316e-01	49	none	NaN	NaN
 105	1	18	58	bathroom	sun_axxbkopsgyouuebh.tif	930602.198541	930602.457136	930603.197486	7.341886e-01	48	none	NaN	NaN
 105	1	19	14	bathroom	sun_abapwbhyhkfixyex.tif	930603.966960	930604.225550	930604.965950	7.091594e-01	4	none	NaN	NaN
 105	1	20	33	bathroom	sun_aljolscmmzydegqp.tif	930605.735380	930605.993963	930606.734197	6.924733e-01	23	none	NaN	NaN
 105	1	21	46	bathroom	sun_apmqjbnwghzuhhzh.tif	930607.503795	930607.762384	930608.502596	7.341886e-01	36	39	930610.312750	1
 105	1	22	18	bathroom	sun_acgyywnybuveqsro.tif	930611.090675	930611.349270	930612.089637	6.757872e-01	8	none	NaN	NaN
 105	1	23	19	bathroom	sun_aclfzgynxzxlbepz.tif	930612.859100	930613.117684	930613.858077	7.759038e-01	9	none	NaN	NaN
 105	1	24	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	930614.627515	930614.886100	930615.626318	6.674442e-01	1	39	930617.608926	1
 105	1	25	27	bathroom	sun_ahcvzmoyaycdoftf.tif	930618.381232	930618.639818	930619.380212	8.259621e-01	17	none	NaN	NaN
 105	1	26	21	bathroom	sun_aggnnqpdorgxpvce.tif	930620.149650	930620.408242	930621.148661	7.592177e-01	11	none	NaN	NaN
 105	1	27	42	bathroom	sun_apeeialkgkuxddgh.tif	930621.918065	930622.176656	930622.916961	7.592177e-01	32	none	NaN	NaN
 105	1	28	56	bathroom	sun_awnqiikzaispgmwo.tif	930623.686478	930623.945067	930624.685287	8.176191e-01	46	none	NaN	NaN
 105	1	29	44	bathroom	sun_apkruvsevgegsdwp.tif	930625.454895	930625.713488	930626.453908	7.425316e-01	34	none	NaN	NaN
 105	1	30	20	bathroom	sun_afcoljnjfoxjtgja.tif	930627.223320	930627.481903	930628.222226	7.175025e-01	10	none	NaN	NaN
 105	1	31	28	bathroom	sun_ahijqszoswveeyji.tif	930628.991730	930629.250322	930629.990671	8.426483e-01	18	none	NaN	NaN
 105	1	32	26	bathroom	sun_ahaulkltgpkeeemi.tif	930630.760151	930631.018742	930631.758960	7.675608e-01	16	none	NaN	NaN
 105	1	33	22	bathroom	sun_agguqiubmwhqqunb.tif	930632.528570	930632.787154	930633.527396	6.924733e-01	12	none	NaN	NaN
 105	1	34	47	bathroom	sun_apynckhmoftszqoq.tif	930634.296986	930634.555572	930635.295875	7.592177e-01	37	none	NaN	NaN
 105	1	35	45	bathroom	sun_apkxzenqapsujocq.tif	930636.065404	930636.323989	930637.064393	8.176191e-01	35	none	NaN	NaN
 105	1	36	34	bathroom	sun_alkosphxlxwjwgjd.tif	930637.833823	930638.092407	930638.832746	8.343052e-01	24	none	NaN	NaN
 105	1	37	12	bathroom	sun_aapitsgbtktqubfy.tif	930639.602235	930639.860824	930640.601069	8.092760e-01	2	none	NaN	NaN
 105	1	38	52	bathroom	sun_aunuadmjocsddsrl.tif	930641.370653	930641.629243	930642.369648	7.091594e-01	42	none	NaN	NaN
 105	1	39	50	bathroom	sun_aspsyogrekjtfozg.tif	930643.139074	930643.397660	930644.137987	7.925899e-01	40	none	NaN	NaN
 105	1	40	54	bathroom	sun_auzqhkafidnkrwmo.tif	930644.907484	930645.166076	930645.906495	6.507581e-01	44	none	NaN	NaN
 105	1	41	31	bathroom	sun_akiytfaagpdsphgz.tif	930646.675903	930646.934494	930647.674982	6.591011e-01	21	37	930650.504946	0
 105	1	42	48	bathroom	sun_aqrpegblszgcoujh.tif	930651.280461	930651.539051	930652.279372	8.092760e-01	38	none	NaN	NaN
 105	1	43	35	bathroom	sun_alotolagknyrgtsk.tif	930653.048883	930653.307468	930654.047828	8.009330e-01	25	none	NaN	NaN
 105	1	44	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	930654.817299	930655.075886	930655.816098	7.258455e-01	14	none	NaN	NaN
 105	1	45	40	bathroom	sun_aofnryafpsjimzsb.tif	930656.585712	930656.844302	930657.584714	7.842469e-01	30	none	NaN	NaN
 105	1	46	36	bathroom	sun_ambriybtogmepttm.tif	930658.354128	930658.612722	930659.353027	7.759038e-01	26	none	NaN	NaN
 105	1	47	57	bathroom	sun_axldvoqbuvuggfmq.tif	930660.122550	930660.381141	930661.121534	8.259621e-01	47	none	NaN	NaN
 105	1	48	43	bathroom	sun_apjevzvycyhuqghb.tif	930661.890960	930662.149556	930662.889786	6.507581e-01	33	none	NaN	NaN
 105	1	49	32	bathroom	sun_aleqenyvunhactkl.tif	930663.659382	930663.917971	930664.658389	7.008164e-01	22	none	NaN	NaN
 105	1	50	51	bathroom	sun_atstyziqcmkahyxk.tif	930665.427797	930665.686388	930666.426661	8.009330e-01	41	none	NaN	NaN
 105	1	51	59	bathroom	sun_axyrejkiiaqiurjk.tif	930667.196217	930667.454806	930668.195079	7.008164e-01	49	none	NaN	NaN
 105	1	52	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	930668.964634	930669.223225	930669.963438	7.341886e-01	1	none	NaN	NaN
 105	1	53	25	bathroom	sun_agyqfjcfkdcydepw.tif	930670.733051	930670.991638	930671.731983	7.508747e-01	15	none	NaN	NaN
 105	1	54	16	bathroom	sun_acduarbnmmoglmiv.tif	930672.501466	930672.760057	930673.500445	7.175025e-01	6	none	NaN	NaN
 105	1	55	21	bathroom	sun_aggnnqpdorgxpvce.tif	930674.269886	930674.528474	930675.268892	7.592177e-01	11	none	NaN	NaN
 105	1	56	51	bathroom	sun_atstyziqcmkahyxk.tif	930676.038302	930676.296894	930677.037256	7.925899e-01	41	none	NaN	NaN
 105	1	57	32	bathroom	sun_aleqenyvunhactkl.tif	930677.806722	930678.065306	930678.805591	7.925899e-01	22	none	NaN	NaN
 105	1	58	33	bathroom	sun_aljolscmmzydegqp.tif	930679.575138	930679.833723	930680.573996	7.675608e-01	23	none	NaN	NaN
 105	1	59	18	bathroom	sun_acgyywnybuveqsro.tif	930681.343555	930681.602143	930682.342468	7.091594e-01	8	none	NaN	NaN
 105	1	60	36	bathroom	sun_ambriybtogmepttm.tif	930683.111974	930683.370561	930684.110941	7.842469e-01	26	none	NaN	NaN
 105	1	61	13	bathroom	sun_aavhrsfjbserjtht.tif	930684.880389	930685.138976	930685.879372	8.509913e-01	3	none	NaN	NaN
 105	1	62	56	bathroom	sun_awnqiikzaispgmwo.tif	930686.648804	930686.907393	930687.647770	7.759038e-01	46	37	930689.448940	0
 105	1	63	14	bathroom	sun_abapwbhyhkfixyex.tif	930690.227342	930690.485940	930691.226263	6.591011e-01	4	none	NaN	NaN
 105	1	64	45	bathroom	sun_apkxzenqapsujocq.tif	930691.995761	930692.254355	930692.994585	8.092760e-01	35	none	NaN	NaN
 105	1	65	38	bathroom	sun_anhioqovhscjqqwb.tif	930693.764185	930694.022774	930694.762982	8.259621e-01	28	37	930695.953116	1
 105	1	66	44	bathroom	sun_apkruvsevgegsdwp.tif	930696.725445	930696.984038	930697.724349	8.009330e-01	34	37	930699.376935	1
 105	1	67	35	bathroom	sun_alotolagknyrgtsk.tif	930700.153837	930700.412425	930701.152687	6.674442e-01	25	none	NaN	NaN
 105	1	68	55	bathroom	sun_avhrdrntsqrjzccq.tif	930701.922254	930702.180847	930702.921046	6.757872e-01	45	39	930703.928671	1
 105	1	69	22	bathroom	sun_agguqiubmwhqqunb.tif	930704.700004	930704.958596	930705.698962	6.841303e-01	12	none	NaN	NaN
 105	1	70	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	930706.468423	930706.727009	930707.467254	7.425316e-01	14	none	NaN	NaN
 105	1	71	47	bathroom	sun_apynckhmoftszqoq.tif	930708.236841	930708.495432	930709.235644	8.343052e-01	37	none	NaN	NaN
 105	1	72	53	bathroom	sun_ausgutylgojavyoq.tif	930710.005256	930710.263847	930711.004269	7.592177e-01	43	none	NaN	NaN
 105	1	73	15	bathroom	sun_abjtwfukuwddzted.tif	930711.773674	930712.032262	930712.772586	8.009330e-01	5	none	NaN	NaN
 105	1	74	28	bathroom	sun_ahijqszoswveeyji.tif	930713.542094	930713.800682	930714.540927	7.258455e-01	18	none	NaN	NaN
 105	1	75	26	bathroom	sun_ahaulkltgpkeeemi.tif	930715.310506	930715.569102	930716.309454	8.176191e-01	16	37	930717.648825	1
 105	1	76	58	bathroom	sun_axxbkopsgyouuebh.tif	930718.421924	930718.680511	930719.420896	6.841303e-01	48	none	NaN	NaN
 105	1	77	17	bathroom	sun_acegryoqftbzowsg.tif	930720.190340	930720.448927	930721.189214	6.841303e-01	7	39	930722.552984	0
 105	1	78	54	bathroom	sun_auzqhkafidnkrwmo.tif	930723.326779	930723.585367	930724.325586	8.343052e-01	44	none	NaN	NaN
 105	1	79	30	bathroom	sun_ajlawzvmubibwbpy.tif	930725.095197	930725.353813	930726.094112	7.175025e-01	20	none	NaN	NaN
 105	1	80	19	bathroom	sun_aclfzgynxzxlbepz.tif	930726.863613	930727.122203	930727.862500	8.176191e-01	9	none	NaN	NaN
 105	1	81	60	bathroom	sun_azqyogdvyhahyram.tif	930728.632031	930728.890621	930729.630852	7.258455e-01	50	none	NaN	NaN
 105	1	82	50	bathroom	sun_aspsyogrekjtfozg.tif	930730.400441	930730.659034	930731.399345	7.759038e-01	40	none	NaN	NaN
 105	1	83	42	bathroom	sun_apeeialkgkuxddgh.tif	930732.168861	930732.427448	930733.167738	7.008164e-01	32	none	NaN	NaN
 105	1	84	49	bathroom	sun_asfwthctfqerjvxr.tif	930733.937276	930734.195865	930734.936234	7.675608e-01	39	none	NaN	NaN
 105	1	85	27	bathroom	sun_ahcvzmoyaycdoftf.tif	930735.705699	930735.964285	930736.704514	7.008164e-01	17	none	NaN	NaN
 105	1	86	12	bathroom	sun_aapitsgbtktqubfy.tif	930737.474113	930737.732698	930738.473003	7.258455e-01	2	none	NaN	NaN
 105	1	87	23	bathroom	sun_aghyqhbptboemmoq.tif	930739.242532	930739.501119	930740.241374	6.507581e-01	13	39	930741.792803	1
 105	1	88	20	bathroom	sun_afcoljnjfoxjtgja.tif	930742.570822	930742.829418	930743.569765	8.426483e-01	10	none	NaN	NaN
 105	1	89	40	bathroom	sun_aofnryafpsjimzsb.tif	930744.339240	930744.597830	930745.338033	6.591011e-01	30	none	NaN	NaN
 105	1	90	39	bathroom	sun_anryaplzeujmzfkd.tif	930746.107655	930746.366247	930747.106653	6.841303e-01	29	none	NaN	NaN
 105	1	91	43	bathroom	sun_apjevzvycyhuqghb.tif	930747.876074	930748.134668	930748.874982	8.259621e-01	33	none	NaN	NaN
 105	1	92	34	bathroom	sun_alkosphxlxwjwgjd.tif	930749.644496	930749.903084	930750.643329	6.674442e-01	24	none	NaN	NaN
 105	1	93	41	bathroom	sun_aoybiabnpadelefl.tif	930751.412908	930751.671495	930752.411817	8.426483e-01	31	none	NaN	NaN
 105	1	94	46	bathroom	sun_apmqjbnwghzuhhzh.tif	930753.181325	930753.439913	930754.180259	6.757872e-01	36	none	NaN	NaN
 105	1	95	57	bathroom	sun_axldvoqbuvuggfmq.tif	930754.949743	930755.208332	930755.948545	8.509913e-01	47	none	NaN	NaN
 105	1	96	31	bathroom	sun_akiytfaagpdsphgz.tif	930756.718161	930756.976750	930757.717142	7.508747e-01	21	37	930759.488766	1
 105	1	97	37	bathroom	sun_amzlamotzwfkwjco.tif	930760.263337	930760.521924	930761.262221	7.091594e-01	27	none	NaN	NaN
