subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
133	1	1	14	bathroom	sun_abapwbhyhkfixyex.tif	490388.885280	490389.143864	490389.825544	6.922600e-01	4	none	NaN	NaN
133	1	2	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	490390.595304	490390.853903	490391.535628	7.172815e-01	1	none	NaN	NaN
133	1	3	16	bathroom	sun_acduarbnmmoglmiv.tif	490392.305344	490392.563930	490393.245756	7.840053e-01	6	37	490396.069020	1
133	1	4	21	bathroom	sun_aggnnqpdorgxpvce.tif	490396.843174	490397.101763	490397.783541	8.257077e-01	11	none	NaN	NaN
133	1	5	23	bathroom	sun_aghyqhbptboemmoq.tif	490398.553195	490398.811793	490399.493746	8.507292e-01	13	39	490400.788940	1
133	1	6	38	bathroom	sun_anhioqovhscjqqwb.tif	490401.564517	490401.823108	490402.504736	7.423029e-01	28	none	NaN	NaN
133	1	7	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	490403.274551	490403.533140	490404.214753	8.090268e-01	14	none	NaN	NaN
133	1	8	15	bathroom	sun_abjtwfukuwddzted.tif	490404.984541	490405.243167	490405.924803	6.505576e-01	5	none	NaN	NaN
133	1	9	44	bathroom	sun_apkruvsevgegsdwp.tif	490406.694607	490406.953194	490407.634982	7.589839e-01	34	39	490408.724997	1
133	1	10	48	bathroom	sun_aqrpegblszgcoujh.tif	490409.497382	490409.755982	490410.437797	6.755790e-01	38	none	NaN	NaN
