subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	triggerDate	triggerTimeStamp	Onsets	responseKey	responseTime	accuracy
4341		1	13	bathroom	sun_aavhrsfjbserjtht.tif	378119.509722	378120.318315	378120.497851		1.000000	378118.509722	none	NaN	NaN
4341		2	49	bathroom	sun_asfwthctfqerjvxr.tif	378121.257377	378121.502280	378122.245545	1	1.000000	378120.257377	none	NaN	NaN
