subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
 130	1	1	13	bathroom	sun_aavhrsfjbserjtht.tif	1336530.046074	1336530.304663	1336531.044799	7.506848e-01	3	none	NaN	NaN
 130	1	2	49	bathroom	sun_asfwthctfqerjvxr.tif	1336531.814489	1336532.073079	1336532.813119	8.424351e-01	39	none	NaN	NaN
 130	1	3	25	bathroom	sun_agyqfjcfkdcydepw.tif	1336533.582913	1336533.841499	1336534.581656	6.589344e-01	15	39	1336536.112607	1
 130	1	4	38	bathroom	sun_anhioqovhscjqqwb.tif	1336536.886179	1336537.144770	1336537.884820	7.840485e-01	28	none	NaN	NaN
 130	1	5	37	bathroom	sun_amzlamotzwfkwjco.tif	1336538.646259	1336538.904866	1336539.645027	7.173210e-01	27	none	NaN	NaN
 130	1	6	16	bathroom	sun_acduarbnmmoglmiv.tif	1336540.414680	1336540.673268	1336541.413384	6.922982e-01	6	none	NaN	NaN
 130	1	7	41	bathroom	sun_aoybiabnpadelefl.tif	1336542.183099	1336542.441688	1336543.181794	6.922982e-01	31	37	1336544.056421	0
 130	1	8	55	bathroom	sun_avhrdrntsqrjzccq.tif	1336544.835722	1336545.094317	1336545.834449	6.922982e-01	45	none	NaN	NaN
 130	1	9	60	bathroom	sun_azqyogdvyhahyram.tif	1336546.604144	1336546.862728	1336547.602776	7.423438e-01	50	39	1336548.936615	0
 130	1	10	29	bathroom	sun_ahqjwnzgolcaoidx.tif	1336549.707219	1336549.965804	1336550.705907	7.340029e-01	19	none	NaN	NaN
 130	1	11	15	bathroom	sun_abjtwfukuwddzted.tif	1336551.475638	1336551.734226	1336552.474285	8.340942e-01	5	37	1336553.440625	1
 130	1	12	39	bathroom	sun_anryaplzeujmzfkd.tif	1336554.211679	1336554.470268	1336555.210423	6.756163e-01	29	none	NaN	NaN
 130	1	13	17	bathroom	sun_acegryoqftbzowsg.tif	1336555.980097	1336556.238688	1336556.978709	8.090714e-01	7	none	NaN	NaN
 130	1	14	30	bathroom	sun_ajlawzvmubibwbpy.tif	1336557.740181	1336557.998766	1336558.738927	8.174123e-01	20	none	NaN	NaN
 130	1	15	23	bathroom	sun_aghyqhbptboemmoq.tif	1336559.508594	1336559.767179	1336560.507373	7.840485e-01	13	none	NaN	NaN
 130	1	16	53	bathroom	sun_ausgutylgojavyoq.tif	1336561.277009	1336561.535606	1336562.275634	7.506848e-01	43	none	NaN	NaN
 130	1	17	59	bathroom	sun_axyrejkiiaqiurjk.tif	1336563.045435	1336563.304025	1336564.044162	7.423438e-01	49	none	NaN	NaN
 130	1	18	58	bathroom	sun_axxbkopsgyouuebh.tif	1336564.813855	1336565.072441	1336565.812535	7.340029e-01	48	none	NaN	NaN
 130	1	19	14	bathroom	sun_abapwbhyhkfixyex.tif	1336566.582271	1336566.840862	1336567.581091	7.089801e-01	4	none	NaN	NaN
 130	1	20	33	bathroom	sun_aljolscmmzydegqp.tif	1336568.350689	1336568.609278	1336569.349487	6.922982e-01	23	none	NaN	NaN
 130	1	21	46	bathroom	sun_apmqjbnwghzuhhzh.tif	1336570.119102	1336570.377697	1336571.117811	7.340029e-01	36	39	1336572.536537	1
 130	1	22	18	bathroom	sun_acgyywnybuveqsro.tif	1336573.313936	1336573.572525	1336574.312699	6.756163e-01	8	none	NaN	NaN
 130	1	23	19	bathroom	sun_aclfzgynxzxlbepz.tif	1336575.082360	1336575.340943	1336576.081104	7.757076e-01	9	none	NaN	NaN
 130	1	24	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	1336576.850779	1336577.109365	1336577.849530	6.672754e-01	1	39	1336579.336679	1
 130	1	25	27	bathroom	sun_ahcvzmoyaycdoftf.tif	1336580.112343	1336580.370935	1336581.111060	8.257533e-01	17	none	NaN	NaN
 130	1	26	21	bathroom	sun_aggnnqpdorgxpvce.tif	1336581.880760	1336582.139351	1336582.879432	7.590257e-01	11	none	NaN	NaN
 130	1	27	42	bathroom	sun_apeeialkgkuxddgh.tif	1336583.649182	1336583.907770	1336584.647964	7.590257e-01	32	none	NaN	NaN
 130	1	28	56	bathroom	sun_awnqiikzaispgmwo.tif	1336585.417599	1336585.676186	1336586.416322	8.174123e-01	46	none	NaN	NaN
 130	1	29	44	bathroom	sun_apkruvsevgegsdwp.tif	1336587.186018	1336587.444606	1336588.184749	7.423438e-01	34	none	NaN	NaN
 130	1	30	20	bathroom	sun_afcoljnjfoxjtgja.tif	1336588.954438	1336589.213028	1336589.953188	7.173210e-01	10	none	NaN	NaN
 130	1	31	28	bathroom	sun_ahijqszoswveeyji.tif	1336590.722851	1336590.981440	1336591.721509	8.424351e-01	18	none	NaN	NaN
 130	1	32	26	bathroom	sun_ahaulkltgpkeeemi.tif	1336592.491274	1336592.749858	1336593.489975	7.673667e-01	16	none	NaN	NaN
 130	1	33	22	bathroom	sun_agguqiubmwhqqunb.tif	1336594.259688	1336594.518281	1336595.258433	6.922982e-01	12	none	NaN	NaN
 130	1	34	47	bathroom	sun_apynckhmoftszqoq.tif	1336596.028109	1336596.286697	1336597.026895	7.590257e-01	37	none	NaN	NaN
 130	1	35	45	bathroom	sun_apkxzenqapsujocq.tif	1336597.796530	1336598.055122	1336598.795245	8.174123e-01	35	none	NaN	NaN
 130	1	36	34	bathroom	sun_alkosphxlxwjwgjd.tif	1336599.564948	1336599.823541	1336600.563608	8.340942e-01	24	none	NaN	NaN
 130	1	37	12	bathroom	sun_aapitsgbtktqubfy.tif	1336601.333365	1336601.591955	1336602.332032	8.090714e-01	2	none	NaN	NaN
 130	1	38	52	bathroom	sun_aunuadmjocsddsrl.tif	1336603.101781	1336603.360369	1336604.100459	7.089801e-01	42	none	NaN	NaN
 130	1	39	50	bathroom	sun_aspsyogrekjtfozg.tif	1336604.870204	1336605.128799	1336605.868999	7.923895e-01	40	none	NaN	NaN
 130	1	40	54	bathroom	sun_auzqhkafidnkrwmo.tif	1336606.638619	1336606.897214	1336607.637224	6.505935e-01	44	none	NaN	NaN
 130	1	41	31	bathroom	sun_akiytfaagpdsphgz.tif	1336608.398701	1336608.657287	1336609.397328	6.589344e-01	21	39	1336610.400436	1
 130	1	42	48	bathroom	sun_aqrpegblszgcoujh.tif	1336611.176450	1336611.435041	1336612.175061	8.090714e-01	38	none	NaN	NaN
 130	1	43	35	bathroom	sun_alotolagknyrgtsk.tif	1336612.936532	1336613.195115	1336613.935290	8.007304e-01	25	none	NaN	NaN
 130	1	44	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	1336614.704944	1336614.963540	1336615.703585	7.256620e-01	14	none	NaN	NaN
 130	1	45	40	bathroom	sun_aofnryafpsjimzsb.tif	1336616.465021	1336616.723614	1336617.463663	7.840485e-01	30	none	NaN	NaN
 130	1	46	36	bathroom	sun_ambriybtogmepttm.tif	1336618.233443	1336618.492033	1336619.232198	7.757076e-01	26	none	NaN	NaN
 130	1	47	57	bathroom	sun_axldvoqbuvuggfmq.tif	1336620.001861	1336620.260450	1336621.000662	8.257533e-01	47	none	NaN	NaN
 130	1	48	43	bathroom	sun_apjevzvycyhuqghb.tif	1336621.770279	1336622.028871	1336622.768931	6.505935e-01	33	none	NaN	NaN
 130	1	49	32	bathroom	sun_aleqenyvunhactkl.tif	1336623.530360	1336623.788943	1336624.529131	7.006391e-01	22	none	NaN	NaN
 130	1	50	51	bathroom	sun_atstyziqcmkahyxk.tif	1336625.298775	1336625.557370	1336626.297486	8.007304e-01	41	none	NaN	NaN
 130	1	51	59	bathroom	sun_axyrejkiiaqiurjk.tif	1336627.067192	1336627.325781	1336628.065990	7.006391e-01	49	none	NaN	NaN
 130	1	52	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	1336628.835612	1336629.094204	1336629.834338	7.340029e-01	1	none	NaN	NaN
 130	1	53	25	bathroom	sun_agyqfjcfkdcydepw.tif	1336630.604033	1336630.862622	1336631.602701	7.506848e-01	15	none	NaN	NaN
 130	1	54	16	bathroom	sun_acduarbnmmoglmiv.tif	1336632.372449	1336632.631045	1336633.371185	7.173210e-01	6	none	NaN	NaN
 130	1	55	21	bathroom	sun_aggnnqpdorgxpvce.tif	1336634.140866	1336634.399464	1336635.139523	7.590257e-01	11	none	NaN	NaN
 130	1	56	51	bathroom	sun_atstyziqcmkahyxk.tif	1336635.909286	1336636.167868	1336636.908103	7.923895e-01	41	none	NaN	NaN
 130	1	57	32	bathroom	sun_aleqenyvunhactkl.tif	1336637.677705	1336637.936294	1336638.676336	7.923895e-01	22	none	NaN	NaN
 130	1	58	33	bathroom	sun_aljolscmmzydegqp.tif	1336639.437781	1336639.696371	1336640.436526	7.673667e-01	23	none	NaN	NaN
 130	1	59	18	bathroom	sun_acgyywnybuveqsro.tif	1336641.206203	1336641.464794	1336642.204887	7.089801e-01	8	none	NaN	NaN
 130	1	60	36	bathroom	sun_ambriybtogmepttm.tif	1336642.974621	1336643.233210	1336643.973441	7.840485e-01	26	none	NaN	NaN
