subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
112	1	1	13	bathroom	sun_aavhrsfjbserjtht.tif	1191771.188564	1191771.447154	1191772.187374	7.507294e-01	3	none	NaN	NaN
112	1	2	49	bathroom	sun_asfwthctfqerjvxr.tif	1191772.956984	1191773.215572	1191773.955755	8.424852e-01	39	none	NaN	NaN
112	1	3	25	bathroom	sun_agyqfjcfkdcydepw.tif	1191774.725401	1191774.983996	1191775.724158	6.589736e-01	15	37	1191778.577754	0
112	1	4	38	bathroom	sun_anhioqovhscjqqwb.tif	1191779.354987	1191779.613577	1191780.353752	7.840952e-01	28	none	NaN	NaN
112	1	5	37	bathroom	sun_amzlamotzwfkwjco.tif	1191781.131771	1191781.390335	1191782.130572	7.173637e-01	27	none	NaN	NaN
112	1	6	16	bathroom	sun_acduarbnmmoglmiv.tif	1191782.900166	1191783.158756	1191783.898962	6.923394e-01	6	none	NaN	NaN
112	1	7	41	bathroom	sun_aoybiabnpadelefl.tif	1191784.668588	1191784.927175	1191785.667358	6.923394e-01	31	39	1191786.537606	1
112	1	8	55	bathroom	sun_avhrdrntsqrjzccq.tif	1191787.312874	1191787.571463	1191788.311623	6.923394e-01	45	none	NaN	NaN
112	1	9	60	bathroom	sun_azqyogdvyhahyram.tif	1191789.081288	1191789.339878	1191790.080015	7.423880e-01	50	37	1191791.377625	1
112	1	10	29	bathroom	sun_ahqjwnzgolcaoidx.tif	1191792.150999	1191792.409591	1191793.149850	7.340465e-01	19	none	NaN	NaN
112	1	11	15	bathroom	sun_abjtwfukuwddzted.tif	1191793.919417	1191794.178003	1191794.918275	8.341438e-01	5	37	1191795.873654	1
112	1	12	39	bathroom	sun_anryaplzeujmzfkd.tif	1191796.647119	1191796.905714	1191797.645971	6.756565e-01	29	none	NaN	NaN
112	1	13	17	bathroom	sun_acegryoqftbzowsg.tif	1191798.415539	1191798.674126	1191799.414392	8.091195e-01	7	none	NaN	NaN
112	1	14	30	bathroom	sun_ajlawzvmubibwbpy.tif	1191800.183957	1191800.442548	1191801.182640	8.174609e-01	20	none	NaN	NaN
112	1	15	23	bathroom	sun_aghyqhbptboemmoq.tif	1191801.952373	1191802.210963	1191802.951105	7.840952e-01	13	none	NaN	NaN
112	1	16	53	bathroom	sun_ausgutylgojavyoq.tif	1191803.720796	1191803.979381	1191804.719604	7.507294e-01	43	none	NaN	NaN
112	1	17	59	bathroom	sun_axyrejkiiaqiurjk.tif	1191805.489214	1191805.747804	1191806.487966	7.423880e-01	49	none	NaN	NaN
112	1	18	58	bathroom	sun_axxbkopsgyouuebh.tif	1191807.257629	1191807.516223	1191808.256481	7.340465e-01	48	none	NaN	NaN
112	1	19	14	bathroom	sun_abapwbhyhkfixyex.tif	1191809.026051	1191809.284642	1191810.024733	7.090222e-01	4	none	NaN	NaN
112	1	20	33	bathroom	sun_aljolscmmzydegqp.tif	1191810.794467	1191811.053062	1191811.793122	6.923394e-01	23	none	NaN	NaN
112	1	21	46	bathroom	sun_apmqjbnwghzuhhzh.tif	1191812.562890	1191812.821480	1191813.561656	7.340465e-01	36	37	1191814.697803	0
