subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
117	1	1	14	bathroom	sun_abapwbhyhkfixyex.tif	1361400.386606	1361400.645196	1361401.326930	6.921956e-01	4	none	NaN	NaN
117	1	2	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	1361402.096630	1361402.355222	1361403.036940	7.172147e-01	1	none	NaN	NaN
117	1	3	16	bathroom	sun_acduarbnmmoglmiv.tif	1361403.806662	1361404.065252	1361404.746874	7.839324e-01	6	39	1361410.383451	0
117	1	4	21	bathroom	sun_aggnnqpdorgxpvce.tif	1361411.155606	1361411.414196	1361412.095859	8.256309e-01	11	none	NaN	NaN
117	1	5	23	bathroom	sun_aghyqhbptboemmoq.tif	1361412.873978	1361413.132569	1361413.814311	8.506500e-01	13	39	1361418.959259	1
117	1	6	38	bathroom	sun_anhioqovhscjqqwb.tif	1361419.739113	1361419.997703	1361420.679410	7.422338e-01	28	none	NaN	NaN
117	1	7	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	1361421.449143	1361421.707734	1361422.389316	8.089515e-01	14	none	NaN	NaN
117	1	8	15	bathroom	sun_abjtwfukuwddzted.tif	1361423.159165	1361423.417755	1361424.099317	6.504971e-01	5	none	NaN	NaN
117	1	9	44	bathroom	sun_apkruvsevgegsdwp.tif	1361424.860858	1361425.119443	1361425.800982	7.589132e-01	34	39	1361430.759401	1
117	1	10	48	bathroom	sun_aqrpegblszgcoujh.tif	1361431.534131	1361431.792728	1361432.474341	6.755162e-01	38	none	NaN	NaN
