subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
109	1	1	13	bathroom	sun_aavhrsfjbserjtht.tif	587634.355979	587634.614574	587635.354838	7.508475e-01	3	none	NaN	NaN
109	1	2	49	bathroom	sun_asfwthctfqerjvxr.tif	587636.124400	587636.382993	587637.123372	8.426178e-01	39	none	NaN	NaN
109	1	3	25	bathroom	sun_agyqfjcfkdcydepw.tif	587637.892790	587638.151408	587638.891710	6.590773e-01	15	39	587640.163563	1
109	1	4	38	bathroom	sun_anhioqovhscjqqwb.tif	587640.937505	587641.196091	587641.936362	7.842185e-01	28	none	NaN	NaN
109	1	5	37	bathroom	sun_amzlamotzwfkwjco.tif	587642.705920	587642.964507	587643.704719	7.174765e-01	27	none	NaN	NaN
109	1	6	16	bathroom	sun_acduarbnmmoglmiv.tif	587644.474345	587644.732930	587645.473295	6.924483e-01	6	none	NaN	NaN
109	1	7	41	bathroom	sun_aoybiabnpadelefl.tif	587646.242766	587646.501352	587647.241657	6.924483e-01	31	39	587648.579731	1
109	1	8	55	bathroom	sun_avhrdrntsqrjzccq.tif	587649.354183	587649.612770	587650.353143	6.924483e-01	45	none	NaN	NaN
109	1	9	60	bathroom	sun_azqyogdvyhahyram.tif	587651.122605	587651.381193	587652.121430	7.425048e-01	50	37	587653.251543	1
109	1	10	29	bathroom	sun_ahqjwnzgolcaoidx.tif	587654.025483	587654.284074	587655.024259	7.341620e-01	19	none	NaN	NaN
109	1	11	15	bathroom	sun_abjtwfukuwddzted.tif	587655.793901	587656.052486	587656.792668	8.342750e-01	5	37	587657.723641	1
109	1	12	39	bathroom	sun_anryaplzeujmzfkd.tif	587658.496583	587658.755169	587659.495507	6.757628e-01	29	none	NaN	NaN
109	1	13	17	bathroom	sun_acegryoqftbzowsg.tif	587660.265004	587660.523592	587661.263931	8.092468e-01	7	none	NaN	NaN
109	1	14	30	bathroom	sun_ajlawzvmubibwbpy.tif	587662.033426	587662.292013	587663.032355	8.175895e-01	20	none	NaN	NaN
109	1	15	23	bathroom	sun_aghyqhbptboemmoq.tif	587663.801841	587664.060435	587664.800607	7.842185e-01	13	none	NaN	NaN
109	1	16	53	bathroom	sun_ausgutylgojavyoq.tif	587665.570262	587665.828851	587666.569149	7.508475e-01	43	none	NaN	NaN
109	1	17	59	bathroom	sun_axyrejkiiaqiurjk.tif	587667.338685	587667.597273	587668.337489	7.425048e-01	49	none	NaN	NaN
109	1	18	58	bathroom	sun_axxbkopsgyouuebh.tif	587669.107103	587669.365693	587670.105948	7.341620e-01	48	none	NaN	NaN
109	1	19	14	bathroom	sun_abapwbhyhkfixyex.tif	587670.875523	587671.134114	587671.874351	7.091338e-01	4	none	NaN	NaN
109	1	20	33	bathroom	sun_aljolscmmzydegqp.tif	587672.643941	587672.902529	587673.642876	6.924483e-01	23	none	NaN	NaN
109	1	21	46	bathroom	sun_apmqjbnwghzuhhzh.tif	587674.412362	587674.670949	587675.411153	7.341620e-01	36	39	587676.499569	1
109	1	22	18	bathroom	sun_acgyywnybuveqsro.tif	587677.273533	587677.532122	587678.272375	6.757628e-01	8	none	NaN	NaN
109	1	23	19	bathroom	sun_aclfzgynxzxlbepz.tif	587679.041954	587679.300547	587680.040822	7.758758e-01	9	none	NaN	NaN
109	1	24	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	587680.810373	587681.068965	587681.809299	6.674200e-01	1	39	587682.899650	1
109	1	25	27	bathroom	sun_ahcvzmoyaycdoftf.tif	587683.671536	587683.930132	587684.670521	8.259323e-01	17	none	NaN	NaN
109	1	26	21	bathroom	sun_aggnnqpdorgxpvce.tif	587685.439966	587685.698553	587686.438809	7.591903e-01	11	none	NaN	NaN
109	1	27	42	bathroom	sun_apeeialkgkuxddgh.tif	587687.208390	587687.466977	587688.207314	7.591903e-01	32	none	NaN	NaN
109	1	28	56	bathroom	sun_awnqiikzaispgmwo.tif	587688.976804	587689.235395	587689.975704	8.175895e-01	46	none	NaN	NaN
109	1	29	44	bathroom	sun_apkruvsevgegsdwp.tif	587690.745227	587691.003818	587691.744203	7.425048e-01	34	none	NaN	NaN
109	1	30	20	bathroom	sun_afcoljnjfoxjtgja.tif	587692.505118	587692.755415	587693.504018	7.174765e-01	10	none	NaN	NaN
109	1	31	28	bathroom	sun_ahijqszoswveeyji.tif	587694.273726	587694.532319	587695.272690	8.426178e-01	18	none	NaN	NaN
109	1	32	26	bathroom	sun_ahaulkltgpkeeemi.tif	587696.042143	587696.300734	587697.041127	7.675330e-01	16	none	NaN	NaN
109	1	33	22	bathroom	sun_agguqiubmwhqqunb.tif	587697.810569	587698.069159	587698.809453	6.924483e-01	12	none	NaN	NaN
109	1	34	47	bathroom	sun_apynckhmoftszqoq.tif	587699.578983	587699.837576	587700.577834	7.591903e-01	37	none	NaN	NaN
109	1	35	45	bathroom	sun_apkxzenqapsujocq.tif	587701.347367	587701.605996	587702.346255	8.175895e-01	35	none	NaN	NaN
109	1	36	34	bathroom	sun_alkosphxlxwjwgjd.tif	587703.115824	587703.374414	587704.114770	8.342750e-01	24	none	NaN	NaN
109	1	37	12	bathroom	sun_aapitsgbtktqubfy.tif	587704.884242	587705.142835	587705.883090	8.092468e-01	2	none	NaN	NaN
109	1	38	52	bathroom	sun_aunuadmjocsddsrl.tif	587706.652665	587706.911259	587707.651433	7.091338e-01	42	none	NaN	NaN
109	1	39	50	bathroom	sun_aspsyogrekjtfozg.tif	587708.421084	587708.679672	587709.419883	7.925613e-01	40	none	NaN	NaN
109	1	40	54	bathroom	sun_auzqhkafidnkrwmo.tif	587710.189504	587710.448097	587711.188269	6.507345e-01	44	none	NaN	NaN
109	1	41	31	bathroom	sun_akiytfaagpdsphgz.tif	587711.957930	587712.216515	587712.956718	6.590773e-01	21	39	587714.123744	1
109	1	42	48	bathroom	sun_aqrpegblszgcoujh.tif	587714.894173	587715.152760	587715.893182	8.092468e-01	38	none	NaN	NaN
109	1	43	35	bathroom	sun_alotolagknyrgtsk.tif	587716.662591	587716.921183	587717.661482	8.009040e-01	25	none	NaN	NaN
109	1	44	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	587718.431014	587718.689599	587719.429966	7.258193e-01	14	none	NaN	NaN
109	1	45	40	bathroom	sun_aofnryafpsjimzsb.tif	587720.199432	587720.458025	587721.198202	7.842185e-01	30	none	NaN	NaN
109	1	46	36	bathroom	sun_ambriybtogmepttm.tif	587721.967852	587722.226441	587722.966643	7.758758e-01	26	none	NaN	NaN
109	1	47	57	bathroom	sun_axldvoqbuvuggfmq.tif	587723.736275	587723.994858	587724.735245	8.259323e-01	47	none	NaN	NaN
109	1	48	43	bathroom	sun_apjevzvycyhuqghb.tif	587725.504694	587725.763285	587726.503542	6.507345e-01	33	none	NaN	NaN
109	1	49	32	bathroom	sun_aleqenyvunhactkl.tif	587727.273113	587727.531700	587728.271950	7.007910e-01	22	none	NaN	NaN
109	1	50	51	bathroom	sun_atstyziqcmkahyxk.tif	587729.041535	587729.300124	587730.040420	8.009040e-01	41	none	NaN	NaN
109	1	51	59	bathroom	sun_axyrejkiiaqiurjk.tif	587730.809949	587731.068543	587731.808859	7.007910e-01	49	none	NaN	NaN
109	1	52	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	587732.578371	587732.836964	587733.577177	7.341620e-01	1	none	NaN	NaN
109	1	53	25	bathroom	sun_agyqfjcfkdcydepw.tif	587734.346794	587734.605381	587735.345593	7.508475e-01	15	none	NaN	NaN
109	1	54	16	bathroom	sun_acduarbnmmoglmiv.tif	587736.115213	587736.373799	587737.114159	7.174765e-01	6	none	NaN	NaN
109	1	55	21	bathroom	sun_aggnnqpdorgxpvce.tif	587737.883636	587738.142224	587738.882484	7.591903e-01	11	none	NaN	NaN
