subject	block	trial	texture	category	image	trialOnset	itiOnset	trialEnd	iti	EEGtrigger	responseKey	responseTime	accuracy
127	1	1	13	bathroom	sun_aavhrsfjbserjtht.tif	720400.348538	720400.607133	720401.347463	7.508912e-01	3	none	NaN	NaN
127	1	2	49	bathroom	sun_asfwthctfqerjvxr.tif	720402.116953	720402.375546	720403.115955	8.426668e-01	39	none	NaN	NaN
127	1	3	25	bathroom	sun_agyqfjcfkdcydepw.tif	720403.885378	720404.143964	720404.884311	6.591156e-01	15	39	720406.085491	1
127	1	4	38	bathroom	sun_anhioqovhscjqqwb.tif	720406.863325	720407.121913	720407.862314	7.842642e-01	28	none	NaN	NaN
127	1	5	37	bathroom	sun_amzlamotzwfkwjco.tif	720408.631742	720408.890336	720409.630608	7.175183e-01	27	none	NaN	NaN
127	1	6	16	bathroom	sun_acduarbnmmoglmiv.tif	720410.400165	720410.658752	720411.399306	6.924886e-01	6	none	NaN	NaN
127	1	7	41	bathroom	sun_aoybiabnpadelefl.tif	720412.168585	720412.427175	720413.167536	6.924886e-01	31	39	720414.061645	1
127	1	8	55	bathroom	sun_avhrdrntsqrjzccq.tif	720414.837897	720415.096485	720415.836785	6.924886e-01	45	none	NaN	NaN
127	1	9	60	bathroom	sun_azqyogdvyhahyram.tif	720416.606312	720416.864905	720417.605279	7.425480e-01	50	37	720418.941813	1
127	1	10	29	bathroom	sun_ahqjwnzgolcaoidx.tif	720419.717730	720419.976319	720420.716751	7.342048e-01	19	none	NaN	NaN
127	1	11	15	bathroom	sun_abjtwfukuwddzted.tif	720421.486145	720421.744739	720422.485157	8.343236e-01	5	37	720423.293526	1
127	1	12	39	bathroom	sun_anryaplzeujmzfkd.tif	720424.072045	720424.330638	720425.070942	6.758021e-01	29	none	NaN	NaN
127	1	13	17	bathroom	sun_acegryoqftbzowsg.tif	720425.840464	720426.099052	720426.839329	8.092939e-01	7	none	NaN	NaN
127	1	14	30	bathroom	sun_ajlawzvmubibwbpy.tif	720427.608879	720427.867472	720428.607871	8.176371e-01	20	none	NaN	NaN
127	1	15	23	bathroom	sun_aghyqhbptboemmoq.tif	720429.377314	720429.635888	720430.376153	7.842642e-01	13	none	NaN	NaN
127	1	16	53	bathroom	sun_ausgutylgojavyoq.tif	720431.145720	720431.404317	720432.144682	7.508912e-01	43	none	NaN	NaN
127	1	17	59	bathroom	sun_axyrejkiiaqiurjk.tif	720432.914142	720433.172731	720433.912990	7.425480e-01	49	none	NaN	NaN
127	1	18	58	bathroom	sun_axxbkopsgyouuebh.tif	720434.674021	720434.924271	720435.673004	7.342048e-01	48	none	NaN	NaN
127	1	19	14	bathroom	sun_abapwbhyhkfixyex.tif	720436.434074	720436.684428	720437.432883	7.091751e-01	4	none	NaN	NaN
127	1	20	33	bathroom	sun_aljolscmmzydegqp.tif	720438.194367	720438.452959	720439.193256	6.924886e-01	23	none	NaN	NaN
127	1	21	46	bathroom	sun_apmqjbnwghzuhhzh.tif	720439.962790	720440.221380	720440.961645	7.342048e-01	36	39	720442.317791	1
127	1	22	18	bathroom	sun_acgyywnybuveqsro.tif	720443.090888	720443.349477	720444.089832	6.758021e-01	8	none	NaN	NaN
127	1	23	19	bathroom	sun_aclfzgynxzxlbepz.tif	720444.859308	720445.117896	720445.858289	7.759209e-01	9	none	NaN	NaN
127	1	24	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	720446.627722	720446.886316	720447.626638	6.674589e-01	1	39	720448.733713	1
127	1	25	27	bathroom	sun_ahcvzmoyaycdoftf.tif	720449.505573	720449.764163	720450.504578	8.259804e-01	17	none	NaN	NaN
127	1	26	21	bathroom	sun_aggnnqpdorgxpvce.tif	720451.273995	720451.532589	720452.272990	7.592345e-01	11	none	NaN	NaN
127	1	27	42	bathroom	sun_apeeialkgkuxddgh.tif	720453.042416	720453.301008	720454.041238	7.592345e-01	32	none	NaN	NaN
127	1	28	56	bathroom	sun_awnqiikzaispgmwo.tif	720454.810831	720455.069422	720455.809682	8.176371e-01	46	none	NaN	NaN
127	1	29	44	bathroom	sun_apkruvsevgegsdwp.tif	720456.579249	720456.837842	720457.578179	7.425480e-01	34	none	NaN	NaN
127	1	30	20	bathroom	sun_afcoljnjfoxjtgja.tif	720458.347671	720458.606258	720459.346526	7.175183e-01	10	none	NaN	NaN
127	1	31	28	bathroom	sun_ahijqszoswveeyji.tif	720460.116088	720460.374671	720461.115039	8.426668e-01	18	none	NaN	NaN
127	1	32	26	bathroom	sun_ahaulkltgpkeeemi.tif	720461.884506	720462.143097	720462.883505	7.675777e-01	16	none	NaN	NaN
127	1	33	22	bathroom	sun_agguqiubmwhqqunb.tif	720463.652927	720463.911512	720464.651768	6.924886e-01	12	none	NaN	NaN
127	1	34	47	bathroom	sun_apynckhmoftszqoq.tif	720465.421347	720465.679936	720466.420370	7.592345e-01	37	none	NaN	NaN
127	1	35	45	bathroom	sun_apkxzenqapsujocq.tif	720467.189765	720467.448351	720468.188754	8.176371e-01	35	none	NaN	NaN
127	1	36	34	bathroom	sun_alkosphxlxwjwgjd.tif	720468.958180	720469.216771	720469.957043	8.343236e-01	24	none	NaN	NaN
127	1	37	12	bathroom	sun_aapitsgbtktqubfy.tif	720470.726600	720470.985192	720471.725478	8.092939e-01	2	none	NaN	NaN
127	1	38	52	bathroom	sun_aunuadmjocsddsrl.tif	720472.495023	720472.753609	720473.493884	7.091751e-01	42	none	NaN	NaN
127	1	39	50	bathroom	sun_aspsyogrekjtfozg.tif	720474.263442	720474.522029	720475.262666	7.926074e-01	40	none	NaN	NaN
127	1	40	54	bathroom	sun_auzqhkafidnkrwmo.tif	720476.031859	720476.290445	720477.030827	6.507724e-01	44	none	NaN	NaN
127	1	41	31	bathroom	sun_akiytfaagpdsphgz.tif	720477.800273	720478.058865	720478.799301	6.591156e-01	21	39	720479.765675	1
127	1	42	48	bathroom	sun_aqrpegblszgcoujh.tif	720480.544662	720480.803250	720481.543590	8.092939e-01	38	none	NaN	NaN
127	1	43	35	bathroom	sun_alotolagknyrgtsk.tif	720482.313083	720482.571673	720483.311958	8.009507e-01	25	none	NaN	NaN
127	1	44	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	720484.081496	720484.340091	720485.080350	7.258615e-01	14	none	NaN	NaN
127	1	45	40	bathroom	sun_aofnryafpsjimzsb.tif	720485.849917	720486.108511	720486.848819	7.842642e-01	30	none	NaN	NaN
127	1	46	36	bathroom	sun_ambriybtogmepttm.tif	720487.618338	720487.876928	720488.617230	7.759209e-01	26	none	NaN	NaN
127	1	47	57	bathroom	sun_axldvoqbuvuggfmq.tif	720489.386760	720489.645347	720490.385705	8.259804e-01	47	none	NaN	NaN
127	1	48	43	bathroom	sun_apjevzvycyhuqghb.tif	720491.155173	720491.413765	720492.153985	6.507724e-01	33	none	NaN	NaN
127	1	49	32	bathroom	sun_aleqenyvunhactkl.tif	720492.923594	720493.182184	720493.922568	7.008318e-01	22	none	NaN	NaN
127	1	50	51	bathroom	sun_atstyziqcmkahyxk.tif	720494.692011	720494.950599	720495.690848	8.009507e-01	41	none	NaN	NaN
127	1	51	59	bathroom	sun_axyrejkiiaqiurjk.tif	720496.460435	720496.719018	720497.459244	7.008318e-01	49	none	NaN	NaN
127	1	52	11	bathroom	labelme_sfxiulhjbhlyiyt.tif	720498.228850	720498.487437	720499.227738	7.342048e-01	1	none	NaN	NaN
127	1	53	25	bathroom	sun_agyqfjcfkdcydepw.tif	720499.997269	720500.255854	720500.996121	7.508912e-01	15	none	NaN	NaN
127	1	54	16	bathroom	sun_acduarbnmmoglmiv.tif	720501.765684	720502.024276	720502.764654	7.175183e-01	6	none	NaN	NaN
127	1	55	21	bathroom	sun_aggnnqpdorgxpvce.tif	720503.534108	720503.792692	720504.533020	7.508912e-01	11	none	NaN	NaN
127	1	56	51	bathroom	sun_atstyziqcmkahyxk.tif	720505.302527	720505.561111	720506.301540	7.926074e-01	41	none	NaN	NaN
127	1	57	32	bathroom	sun_aleqenyvunhactkl.tif	720507.070944	720507.329532	720508.069899	7.926074e-01	22	none	NaN	NaN
127	1	58	33	bathroom	sun_aljolscmmzydegqp.tif	720508.839364	720509.097951	720509.838367	7.675777e-01	23	none	NaN	NaN
127	1	59	18	bathroom	sun_acgyywnybuveqsro.tif	720510.607778	720510.866369	720511.606708	7.091751e-01	8	none	NaN	NaN
127	1	60	36	bathroom	sun_ambriybtogmepttm.tif	720512.376201	720512.634789	720513.375083	7.842642e-01	26	none	NaN	NaN
127	1	61	13	bathroom	sun_aavhrsfjbserjtht.tif	720514.144620	720514.403207	720515.143605	8.510101e-01	3	none	NaN	NaN
127	1	62	56	bathroom	sun_awnqiikzaispgmwo.tif	720515.913035	720516.171624	720516.911888	7.759209e-01	46	39	720518.285878	1
127	1	63	14	bathroom	sun_abapwbhyhkfixyex.tif	720519.057817	720519.316409	720520.056673	6.591156e-01	4	none	NaN	NaN
127	1	64	45	bathroom	sun_apkxzenqapsujocq.tif	720520.826238	720521.084827	720521.825050	8.092939e-01	35	none	NaN	NaN
127	1	65	38	bathroom	sun_anhioqovhscjqqwb.tif	720522.594654	720522.853248	720523.593540	8.259804e-01	28	39	720525.037490	0
127	1	66	44	bathroom	sun_apkruvsevgegsdwp.tif	720525.814510	720526.073098	720526.813357	8.009507e-01	34	37	720528.829681	1
127	1	67	35	bathroom	sun_alotolagknyrgtsk.tif	720529.601595	720529.860189	720530.600442	6.674589e-01	25	none	NaN	NaN
127	1	68	55	bathroom	sun_avhrdrntsqrjzccq.tif	720531.370016	720531.628605	720532.368851	6.758021e-01	45	39	720533.301794	1
127	1	69	22	bathroom	sun_agguqiubmwhqqunb.tif	720534.072697	720534.331282	720535.071632	6.841454e-01	12	none	NaN	NaN
127	1	70	24	bathroom	sun_agrwbmhcpmfuwmsg.tif	720535.841113	720536.099704	720536.840018	7.425480e-01	14	none	NaN	NaN
127	1	71	47	bathroom	sun_apynckhmoftszqoq.tif	720537.609529	720537.868118	720538.608398	8.343236e-01	37	none	NaN	NaN
127	1	72	53	bathroom	sun_ausgutylgojavyoq.tif	720539.377951	720539.636539	720540.376964	7.592345e-01	43	none	NaN	NaN
127	1	73	15	bathroom	sun_abjtwfukuwddzted.tif	720541.146371	720541.404962	720542.145380	8.009507e-01	5	none	NaN	NaN
127	1	74	28	bathroom	sun_ahijqszoswveeyji.tif	720542.914789	720543.173376	720543.913785	7.258615e-01	18	none	NaN	NaN
127	1	75	26	bathroom	sun_ahaulkltgpkeeemi.tif	720544.683209	720544.941793	720545.682159	8.176371e-01	16	37	720546.773684	1
127	1	76	58	bathroom	sun_axxbkopsgyouuebh.tif	720547.544371	720547.802963	720548.543378	6.841454e-01	48	none	NaN	NaN
127	1	77	17	bathroom	sun_acegryoqftbzowsg.tif	720549.312796	720549.571384	720550.311737	6.841454e-01	7	39	720551.933718	0
127	1	78	54	bathroom	sun_auzqhkafidnkrwmo.tif	720552.707822	720552.966409	720553.706666	8.343236e-01	44	none	NaN	NaN
127	1	79	30	bathroom	sun_ajlawzvmubibwbpy.tif	720554.476243	720554.734825	720555.475178	7.175183e-01	20	none	NaN	NaN
127	1	80	19	bathroom	sun_aclfzgynxzxlbepz.tif	720556.244664	720556.503250	720557.243599	8.176371e-01	9	none	NaN	NaN
127	1	81	60	bathroom	sun_azqyogdvyhahyram.tif	720558.013080	720558.271666	720559.012028	7.258615e-01	50	none	NaN	NaN
127	1	82	50	bathroom	sun_aspsyogrekjtfozg.tif	720559.781500	720560.040081	720560.780372	7.759209e-01	40	none	NaN	NaN
127	1	83	42	bathroom	sun_apeeialkgkuxddgh.tif	720561.549918	720561.808508	720562.548868	7.008318e-01	32	none	NaN	NaN
127	1	84	49	bathroom	sun_asfwthctfqerjvxr.tif	720563.318337	720563.576926	720564.317212	7.675777e-01	39	none	NaN	NaN
